user_id,nodos_financieros,nodos_conversacionales,tags_personalidad,perfil_final_tda,necesidad_principal
USR-10989,"['cube130_cluster0', 'cube131_cluster2', 'cube149_cluster0', 'cube150_cluster2']","['cube24_cluster65', 'cube25_cluster24', 'cube32_cluster23', 'cube33_cluster24']","['Perfil Internacional / Global User', 'Usuario Estándar']",Especialista: frecuencia_servicios_digitales + Perfil de Ocio y Entretenimiento,Desconocido/Ninguno
USR-10990,"['cube43_cluster1', 'cube44_cluster0']","['cube32_cluster21', 'cube33_cluster2']",['Viajero Frecuente'],Especialista: Viajero Frecuente + Inversor en Educación,"Norte, Pal, Puedo, Extranjero, Beneficios"
USR-10991,['cube82_cluster0'],['cube26_cluster45'],['Perfil de Alerta (Comportamiento Inusual)'],Especialista: Perfil de Alerta (Comportamiento Inusual) + patron_uso_atipico,"Puedo, Física, Si, Cómo, Solicitar"
USR-10992,"['cube270_cluster2', 'cube271_cluster0']","['cube5_cluster0', 'cube6_cluster40', 'cube13_cluster3', 'cube14_cluster36']",['Perfil Internacional / Global User'],Especialista: Perfil Internacional / Global User,"Auto, Crédito, Quiero, Automotriz, Credito"
USR-10993,"['cube103_cluster1', 'cube104_cluster0', 'cube118_cluster0', 'cube119_cluster0']","['cube25_cluster56', 'cube26_cluster101']","['Usuario Estándar', 'Usuario en Riesgo de Abandono (Inactivo)', 'Usuario Tradicional (Uso de Efectivo)']",Tendencia: preferencia_canal_app_android + Viajero de Alto Valor (Premium),"Dinero, Pago, Puedo, Compra, Si"
USR-10994,['cube78_cluster0'],"['cube41_cluster18', 'cube42_cluster13']",['Perfil Internacional / Global User'],Especialista: Perfil Internacional / Global User + frecuencia_retiro_cajero,"Puedo, Física, Si, Cómo, Solicitar"
USR-10995,"['cube207_cluster0', 'cube208_cluster0', 'cube223_cluster0', 'cube224_cluster1']",['cube6_cluster29'],['Perfil Internacional / Global User'],Especialista: Perfil Internacional / Global User + Usuario Tradicional (Uso de Efectivo),"Pesos, Mil, Meses, 000, Si"
USR-10996,"['cube162_cluster0', 'cube163_cluster0']",['cube7_cluster0'],"['Inversor en Educación', 'Usuario Estándar']",Especialista: Inversor en Educación + frecuencia_salud,Desconocido/Ninguno
USR-10997,"['cube65_cluster0', 'cube84_cluster0']","['cube15_cluster21', 'cube16_cluster114']",['Perfil de Alerta (Comportamiento Inusual)'],Especialista: Perfil de Alerta (Comportamiento Inusual) + patron_uso_atipico,"Dinero, Pago, Puedo, Compra, Si"
USR-10998,['cube78_cluster0'],['cube25_cluster38'],['Perfil Internacional / Global User'],Especialista: Perfil Internacional / Global User + frecuencia_retiro_cajero,"Dinero, Pago, Puedo, Compra, Si"
USR-10999,"['cube103_cluster1', 'cube104_cluster0', 'cube118_cluster0', 'cube119_cluster0']","['cube14_cluster79', 'cube23_cluster10']","['Usuario Estándar', 'Usuario en Riesgo de Abandono (Inactivo)', 'Usuario Tradicional (Uso de Efectivo)']",Tendencia: preferencia_canal_app_android + Viajero de Alto Valor (Premium),"Tiempo, Cuánto, Horario, Tarda, Días"
USR-11000,"['cube52_cluster0', 'cube53_cluster1', 'cube69_cluster0', 'cube70_cluster0']","['cube25_cluster34', 'cube26_cluster134', 'cube33_cluster84', 'cube34_cluster14']","['Usuario Estándar', 'Perfil Internacional / Global User']",Especialista: frecuencia_servicios_digitales + Perfil Foodie (Gasto en Restaurantes),"Dinero, Pago, Puedo, Compra, Si"
USR-11001,"['cube266_cluster0', 'cube279_cluster1']","['cube23_cluster49', 'cube31_cluster23']",['Usuario en Riesgo de Abandono (Inactivo)'],Especialista: Usuario en Riesgo de Abandono (Inactivo) + Usuario Mobile-First (Ecosistema Huawei),"Hablar, Asesor, Quiero, Ejecutivo, Puedo"
USR-11002,"['cube173_cluster0', 'cube174_cluster1', 'cube190_cluster2', 'cube191_cluster0']","['cube26_cluster7', 'cube27_cluster3']","['Viajero Frecuente', 'Inversor en Educación', 'Perfil de Alerta (Comportamiento Inusual)']",Especialista: Viajero Frecuente + promedio_salud,"Débito, Deuda, Debito, Crédito, Si"
USR-11003,"['cube156_cluster2', 'cube157_cluster1', 'cube175_cluster0', 'cube176_cluster0']",['cube26_cluster38'],"['Viajero Frecuente', 'Perfil Internacional / Global User', 'Perfil de Alerta (Comportamiento Inusual)']",Especialista: Viajero Frecuente + Estudiante o Profesional en Formación,Desconocido/Ninguno
USR-11004,"['cube39_cluster0', 'cube40_cluster0', 'cube54_cluster0', 'cube55_cluster0']","['cube7_cluster21', 'cube8_cluster24', 'cube15_cluster1', 'cube16_cluster55']",['Perfil Internacional / Global User'],Especialista: Perfil Internacional / Global User + frecuencia_retiro_cajero,"Atención, Número, Clientes, Cliente, Centro"
USR-11005,['cube4_cluster0'],"['cube33_cluster96', 'cube40_cluster10']",['Usuario Tradicional (Uso de Efectivo)'],Especialista: Usuario Tradicional (Uso de Efectivo) + frecuencia_retiro_cajero,"Transferencia, Transferencias, Puedo, Transferir, Hacer"
USR-11006,"['cube126_cluster0', 'cube146_cluster0']","['cube5_cluster0', 'cube6_cluster23', 'cube13_cluster10', 'cube14_cluster12']",['Usuario Estándar'],Especialista: patron_uso_atipico,"Meses, 000, Enganche, 60, 36"
USR-11007,"['cube47_cluster0', 'cube48_cluster2']",['cube16_cluster51'],"['Usuario Estándar', 'Perfil de Alerta (Comportamiento Inusual)']",Especialista: Perfil de Alerta (Comportamiento Inusual) + patron_uso_atipico,"Si, Puedo, Quiero, Aparece, Cómo"
USR-11008,"['cube0_cluster2', 'cube1_cluster2', 'cube8_cluster0', 'cube9_cluster2']","['cube14_cluster34', 'cube15_cluster38', 'cube23_cluster1', 'cube24_cluster10']","['Viajero Frecuente', 'Usuario Estándar']",Especialista: promedio_salud + Inversor en Educación,"Atención, Número, Clientes, Cliente, Centro"
USR-11009,"['cube168_cluster1', 'cube169_cluster2', 'cube185_cluster1', 'cube186_cluster1']","['cube33_cluster42', 'cube34_cluster60']",['Perfil de Alerta (Comportamiento Inusual)'],Especialista: Perfil de Alerta (Comportamiento Inusual) + patron_uso_atipico,Desconocido/Ninguno
USR-11010,['cube176_cluster2'],"['cube14_cluster6', 'cube15_cluster16']",['Usuario Estándar'],Especialista: frecuencia_retiro_cajero + Usuario Tradicional (Uso de Efectivo),"Número, Teléfono, Numero, Puedo, Llamar"
USR-11011,"['cube107_cluster1', 'cube123_cluster1']","['cube22_cluster11', 'cube23_cluster33', 'cube30_cluster1', 'cube31_cluster20']",['Usuario en Riesgo de Abandono (Inactivo)'],Especialista: Usuario en Riesgo de Abandono (Inactivo) + Usuario Mobile-First (Ecosistema Huawei),"Hablar, Asesor, Quiero, Ejecutivo, Puedo"
USR-11012,"['cube104_cluster1', 'cube105_cluster2', 'cube119_cluster1', 'cube120_cluster0']","['cube15_cluster71', 'cube16_cluster65', 'cube24_cluster82', 'cube25_cluster82']","['Usuario en Riesgo de Abandono (Inactivo)', 'Usuario Tradicional (Uso de Efectivo)']",Especialista: Usuario Tradicional (Uso de Efectivo) + frecuencia_retiro_cajero,Desconocido/Ninguno
USR-11013,['cube179_cluster0'],"['cube23_cluster15', 'cube31_cluster7']",['Perfil Familiar (Gastos de Casa)'],Especialista: Perfil Familiar (Gastos de Casa) + Responsable del Hogar (Gasto Elevado),"Si, Puedo, Quiero, Aparece, Cómo"
USR-11014,"['cube122_cluster0', 'cube123_cluster2']","['cube17_cluster49', 'cube18_cluster58']",['Usuario Estándar'],Especialista: frecuencia_retiro_cajero + Usuario Tradicional (Uso de Efectivo),"Puedo, Bancos, Banregio, Independiente, Transferencia"
USR-11015,"['cube67_cluster2', 'cube68_cluster2', 'cube86_cluster1', 'cube87_cluster0']","['cube5_cluster0', 'cube6_cluster23', 'cube13_cluster7', 'cube14_cluster12']","['Usuario Estándar', 'Perfil de Alerta (Comportamiento Inusual)']",Especialista: Perfil de Alerta (Comportamiento Inusual) + patron_uso_atipico,"Meses, 000, Enganche, 60, 36"
USR-11016,"['cube67_cluster0', 'cube86_cluster0']","['cube17_cluster79', 'cube18_cluster21', 'cube26_cluster116', 'cube27_cluster20']",['Usuario Estándar'],Especialista: frecuencia_retiro_cajero + Usuario Tradicional (Uso de Efectivo),"Movimiento, Movimientos, Reconozco, Reconocido, Reportar"
USR-11017,"['cube132_cluster0', 'cube133_cluster1']","['cube28_cluster4', 'cube29_cluster23']","['Usuario de Movilidad Urbana (Apps/Transporte)', 'Perfil Internacional / Global User']",Especialista: Perfil Internacional / Global User + Perfil de Alerta (Comportamiento Inusual),"Cancelar, Crédito, Quiero, Cómo, Credito"
USR-11018,"['cube199_cluster1', 'cube214_cluster2']","['cube6_cluster2', 'cube7_cluster3']",['Responsable del Hogar (Gasto Elevado)'],Especialista: Responsable del Hogar (Gasto Elevado) + Perfil Familiar (Gastos de Casa),"Préstamo, Personal, Quiero, Puedo, Solicitar"
USR-11019,"['cube228_cluster1', 'cube243_cluster1']","['cube27_cluster87', 'cube35_cluster33']","['Estudiante o Profesional en Formación', 'Viajero Frecuente']",Especialista: Viajero Frecuente + Estudiante o Profesional en Formación,Desconocido/Ninguno
USR-11020,['cube200_cluster1'],"['cube25_cluster3', 'cube26_cluster139']",['Usuario Estándar'],Especialista: promedio_transporte + Responsable del Hogar (Gasto Elevado),Desconocido/Ninguno
USR-11021,['cube167_cluster0'],"['cube5_cluster1', 'cube6_cluster13', 'cube13_cluster0', 'cube14_cluster12']",['Usuario en Riesgo de Abandono (Inactivo)'],Especialista: Usuario en Riesgo de Abandono (Inactivo) + Perfil de Alerta (Comportamiento Inusual),"Auto, 000, Enganche, Quiero, Meses"
USR-11022,['cube265_cluster2'],"['cube25_cluster141', 'cube33_cluster104']",['Usuario Estándar'],Especialista: promedio_transporte + Perfil Tech-Savvy (Adoptador de Tecnología),"Oxxo, Depositar, Puedo, Hacer, Pueden"
USR-11023,"['cube265_cluster0', 'cube278_cluster2']","['cube24_cluster27', 'cube32_cluster16']",['Usuario de Movilidad Urbana (Apps/Transporte)'],Especialista: Usuario de Movilidad Urbana (Apps/Transporte) + Cliente de Nómina (Alta Fidelidad),"Puedo, Física, Si, Cómo, Solicitar"
USR-11024,"['cube0_cluster2', 'cube1_cluster2', 'cube8_cluster0', 'cube9_cluster2']",['cube26_cluster39'],"['Viajero Frecuente', 'Usuario Estándar']",Especialista: promedio_salud + Inversor en Educación,"Puedo, Física, Si, Cómo, Solicitar"
USR-11025,['cube253_cluster2'],['cube25_cluster51'],['Usuario Estándar'],Especialista: frecuencia_retiro_cajero + Usuario Tradicional (Uso de Efectivo),"Puedo, Física, Si, Cómo, Solicitar"
USR-11026,['cube217_cluster0'],['cube26_cluster85'],['Usuario Estándar'],Especialista: frecuencia_retiro_cajero + Usuario Tradicional (Uso de Efectivo),"Puedo, Física, Si, Cómo, Solicitar"
USR-11027,['cube260_cluster0'],['cube46_cluster13'],['Inversor en Educación'],Especialista: Inversor en Educación + promedio_salud,"Puedo, Física, Si, Cómo, Solicitar"
USR-11028,['cube135_cluster2'],"['cube26_cluster13', 'cube34_cluster10']",['Perfil Internacional / Global User'],Especialista: Perfil Internacional / Global User + Perfil de Ocio y Entretenimiento,"Cancelar, Quiero, Garantizada, Cómo, Garantía"
USR-11029,"['cube207_cluster0', 'cube208_cluster0', 'cube223_cluster0', 'cube224_cluster1']","['cube7_cluster17', 'cube8_cluster48', 'cube15_cluster65', 'cube16_cluster9']",['Perfil Internacional / Global User'],Especialista: Perfil Internacional / Global User + Usuario Tradicional (Uso de Efectivo),"Puedo, Física, Si, Cómo, Solicitar"
USR-11030,"['cube156_cluster2', 'cube157_cluster2', 'cube175_cluster0', 'cube176_cluster1']",['cube33_cluster71'],['Viajero Frecuente'],Especialista: Viajero Frecuente + Estudiante o Profesional en Formación,"Transferencia, Transferencias, Puedo, Transferir, Hacer"
USR-11031,"['cube206_cluster0', 'cube221_cluster1']",['cube32_cluster42'],"['Viajero Frecuente', 'Perfil Internacional / Global User']",Especialista: Viajero Frecuente + Estudiante o Profesional en Formación,"Límite, Depósitos, Puedo, Cuál, Depósito"
USR-11032,"['cube60_cluster2', 'cube61_cluster1']",['cube16_cluster70'],"['Cliente de Nómina (Alta Fidelidad)', 'Usuario Estándar']",Especialista: tiene_seguro + promedio_ropa_accesorios,Desconocido/Ninguno
USR-11033,"['cube196_cluster0', 'cube197_cluster0']","['cube25_cluster86', 'cube26_cluster140']","['Cliente de Nómina (Alta Fidelidad)', 'Usuario Estándar']",Especialista: Cliente de Nómina (Alta Fidelidad) + Receptor de Remesas Internacionales,"Dinero, Pago, Puedo, Compra, Si"
USR-11034,['cube289_cluster1'],"['cube8_cluster0', 'cube9_cluster5']",['Perfil de Alerta (Comportamiento Inusual)'],Especialista: Perfil de Alerta (Comportamiento Inusual) + patron_uso_atipico,"Si, Puedo, Quiero, Aparece, Cómo"
USR-11035,"['cube22_cluster1', 'cube34_cluster2']","['cube16_cluster63', 'cube17_cluster20']","['Viajero Frecuente', 'Perfil Internacional / Global User']",Especialista: Perfil Internacional / Global User + frecuencia_salud,"Cancelar, Quiero, Cómo, Cancelo, Eliminar"
USR-11036,"['cube199_cluster1', 'cube214_cluster2']","['cube5_cluster7', 'cube6_cluster44', 'cube13_cluster8', 'cube14_cluster41']",['Responsable del Hogar (Gasto Elevado)'],Especialista: Responsable del Hogar (Gasto Elevado) + Perfil Familiar (Gastos de Casa),"Puedo, Física, Si, Cómo, Solicitar"
USR-11037,['cube48_cluster0'],"['cube26_cluster8', 'cube27_cluster22']",['Usuario Tradicional (Uso de Efectivo)'],Especialista: Usuario Tradicional (Uso de Efectivo) + frecuencia_retiro_cajero,Desconocido/Ninguno
USR-11038,"['cube237_cluster2', 'cube252_cluster1']",['cube26_cluster56'],['Usuario Estándar'],Especialista: frecuencia_servicios_digitales + Tech-Savvy,"Débito, Deuda, Debito, Crédito, Si"
USR-11039,['cube260_cluster0'],"['cube26_cluster77', 'cube34_cluster74']",['Inversor en Educación'],Especialista: Inversor en Educación + promedio_salud,Desconocido/Ninguno
USR-11040,"['cube246_cluster0', 'cube247_cluster2']",['cube34_cluster78'],"['Estudiante o Profesional en Formación', 'Usuario Estándar']",Especialista: frecuencia_retiro_cajero + Usuario Tradicional (Uso de Efectivo),"Si, Puedo, Quiero, Aparece, Cómo"
USR-11041,"['cube156_cluster2', 'cube157_cluster2', 'cube175_cluster0', 'cube176_cluster1']","['cube8_cluster5', 'cube16_cluster23']",['Viajero Frecuente'],Especialista: Viajero Frecuente + Estudiante o Profesional en Formación,Desconocido/Ninguno
USR-11042,"['cube228_cluster1', 'cube243_cluster1']","['cube14_cluster20', 'cube15_cluster26', 'cube23_cluster27', 'cube24_cluster46']","['Estudiante o Profesional en Formación', 'Viajero Frecuente']",Especialista: Viajero Frecuente + Estudiante o Profesional en Formación,"Número, Teléfono, Numero, Puedo, Llamar"
USR-11043,"['cube104_cluster1', 'cube105_cluster0']",['cube33_cluster19'],['Usuario Tradicional (Uso de Efectivo)'],Especialista: Usuario Tradicional (Uso de Efectivo) + Perfil Internacional / Global User,"Transferencia, Transferencias, Puedo, Transferir, Hacer"
USR-11044,['cube34_cluster2'],"['cube26_cluster5', 'cube27_cluster45']",['Perfil Internacional / Global User'],Especialista: Perfil Internacional / Global User + frecuencia_salud,Desconocido/Ninguno
USR-11045,['cube34_cluster2'],"['cube26_cluster6', 'cube27_cluster30']",['Perfil Internacional / Global User'],Especialista: Perfil Internacional / Global User + frecuencia_salud,"Crédito, Credito, Solicitar, Quiero, Puedo"
USR-11046,['cube82_cluster0'],"['cube17_cluster22', 'cube18_cluster52']",['Perfil de Alerta (Comportamiento Inusual)'],Especialista: Perfil de Alerta (Comportamiento Inusual) + patron_uso_atipico,"Puedo, Física, Si, Cómo, Solicitar"
USR-11047,['cube198_cluster2'],"['cube25_cluster79', 'cube26_cluster46', 'cube33_cluster76', 'cube34_cluster42']",['Cliente de Nómina (Alta Fidelidad)'],Especialista: Cliente de Nómina (Alta Fidelidad) + frecuencia_retiro_cajero,"Movimiento, Movimientos, Reconozco, Reconocido, Reportar"
USR-11048,"['cube120_cluster1', 'cube138_cluster1']",['cube17_cluster37'],['Usuario Estándar'],Especialista: frecuencia_retiro_cajero + Usuario Tradicional (Uso de Efectivo),Desconocido/Ninguno
USR-11049,['cube82_cluster0'],"['cube15_cluster21', 'cube16_cluster114']",['Perfil de Alerta (Comportamiento Inusual)'],Especialista: Perfil de Alerta (Comportamiento Inusual) + patron_uso_atipico,"Dinero, Pago, Puedo, Compra, Si"
USR-11050,['cube114_cluster1'],"['cube26_cluster54', 'cube27_cluster89']",['Usuario Estándar'],Especialista: frecuencia_retiro_cajero + Usuario Tradicional (Uso de Efectivo),"Norte, Pal, Puedo, Extranjero, Beneficios"
USR-11051,"['cube272_cluster1', 'cube273_cluster1']","['cube41_cluster3', 'cube42_cluster2']",['Viajero Frecuente'],Especialista: Viajero Frecuente + Estudiante o Profesional en Formación,"Débito, Deuda, Debito, Crédito, Si"
USR-11052,"['cube67_cluster0', 'cube86_cluster2']",['cube25_cluster8'],"['Cliente de Nómina (Alta Fidelidad)', 'Usuario Estándar']",Especialista: Cliente de Nómina (Alta Fidelidad) + Usuario de Movilidad Urbana (Apps/Transporte),"Dinero, Pago, Puedo, Compra, Si"
USR-11053,"['cube23_cluster1', 'cube24_cluster1']","['cube6_cluster36', 'cube7_cluster12', 'cube14_cluster32', 'cube15_cluster3']",['Perfil Tech-Savvy (Adoptador de Tecnología)'],Especialista: Perfil Tech-Savvy (Adoptador de Tecnología) + promedio_transporte,"Crédito, Personal, Credito, Puedo, Quiero"
USR-11054,['cube34_cluster2'],"['cube32_cluster2', 'cube33_cluster71', 'cube39_cluster5', 'cube40_cluster15']",['Perfil Internacional / Global User'],Especialista: Perfil Internacional / Global User + frecuencia_salud,"Puedo, Bancos, Banregio, Independiente, Transferencia"
USR-11055,"['cube43_cluster1', 'cube44_cluster0']","['cube12_cluster7', 'cube21_cluster7']",['Viajero Frecuente'],Especialista: Viajero Frecuente + Inversor en Educación,Desconocido/Ninguno
USR-11056,"['cube270_cluster2', 'cube271_cluster0']","['cube16_cluster67', 'cube25_cluster87']",['Perfil Internacional / Global User'],Especialista: Perfil Internacional / Global User,"Tiempo, Cuánto, Horario, Tarda, Días"
USR-11057,"['cube0_cluster1', 'cube1_cluster1', 'cube8_cluster2', 'cube9_cluster0']",['cube26_cluster52'],['Perfil Internacional / Global User'],Especialista: Perfil Internacional / Global User + Usuario Mobile-First (Ecosistema Huawei),"Puedo, Física, Si, Cómo, Solicitar"
USR-11058,"['cube156_cluster2', 'cube157_cluster1', 'cube175_cluster0', 'cube176_cluster0']",['cube9_cluster0'],"['Viajero Frecuente', 'Perfil Internacional / Global User', 'Perfil de Alerta (Comportamiento Inusual)']",Especialista: Viajero Frecuente + Estudiante o Profesional en Formación,"Pesos, Mil, Meses, 000, Si"
USR-11059,"['cube270_cluster2', 'cube271_cluster0']",['cube3_cluster29'],['Perfil Internacional / Global User'],Especialista: Perfil Internacional / Global User,"Token, Correcto, Encuentro, Cómo, Dice"
